timestamp,label,temp1,hum1,pres1,gas1_0,temp2,hum2,pres2,gas2_0,delta_temp,delta_hum,delta_pres,delta_gas,pred_class,pred_conf,anomaly_score,iaq
26107,Berry Burst,22.94,66.43,976.33,830326,22.29,64.74,975.1,1634803,0.65,1.69,1.22,-804477,0,0,0,9
30403,Berry Burst,24.03,63.77,976.37,826306,23.34,62.36,975.18,1598439,0.68,1.41,1.19,-388460,0,0,0,9
34719,Berry Burst,24.01,67.35,976.42,794106,23.58,65.37,975.24,1592845,0.44,1.98,1.18,-401934,0,0,0,9
39024,Berry Burst,23.57,63.17,976.38,823813,23.42,61.38,975.19,1594705,0.16,1.79,1.19,-770892,0,0,0,9
43338,Berry Burst,23.95,59.8,976.32,817402,23.73,57.31,975.15,1575385,0.23,2.49,1.18,-381414,0,0,0,9
47585,Berry Burst,24.19,59.53,976.28,821336,24.01,56.11,975.11,1559193,0.19,3.42,1.16,-371277,0,0,0,9
51885,Berry Burst,24.97,63.71,976.4,793645,24.72,60.78,975.18,1546828,0.26,2.94,1.23,-379108,0,0,0,9
56129,Berry Burst,26.18,62.01,976.48,778263,25.6,57.99,975.28,1475504,0.58,4.02,1.2,-351251,0,0,0,9
60385,Berry Burst,26.4,61.31,976.48,766037,25.85,57.11,975.31,1477101,0.55,4.19,1.16,-358096,0,0,0,9
64681,Berry Burst,26.74,66.66,976.46,740152,26.44,62.61,975.34,1451967,0.29,4.04,1.12,-358590,0,0,0,9
68987,Berry Burst,26.67,59.59,976.47,773852,26.34,57.19,975.27,1447350,0.34,2.4,1.2,-673498,0,0,0,9
73234,Berry Burst,26.98,59.72,976.51,760490,26.61,57.11,975.05,1445817,0.37,2.61,1.46,-345285,0,0,0,9
77542,Berry Burst,27.33,65.14,976.56,732999,27.05,61.8,975.23,1427675,0.28,3.34,1.33,-349917,0,0,0,9
81788,Berry Burst,26.98,65.7,976.55,736161,26.87,64.02,975.33,1433672,0.12,1.68,1.22,-351454,0,0,0,9
86044,Berry Burst,26.86,66.58,976.53,729865,26.74,64.99,975.33,1436689,0.13,1.59,1.2,-356041,0,0,0,9
90341,Berry Burst,26.54,66.47,976.5,741760,26.49,62,975.34,1444288,0.05,4.47,1.16,-354039,0,0,0,9
94599,Berry Burst,26.73,60.28,976.47,760067,26.34,55.45,975.27,1448886,0.39,4.83,1.21,-347022,0,0,0,9
98845,Berry Burst,26.84,57.06,976.47,767760,26.52,52.23,975.23,1441239,0.32,4.83,1.24,-339318,0,0,0,9
103101,Berry Burst,26.18,53.27,976.34,792723,26.18,49.65,975.23,1455062,0,3.62,1.1,-333636,0,0,0,9
107398,Berry Burst,25.93,50.17,976.34,799688,25.91,47.82,975.11,1462857,0.01,2.35,1.23,-333947,0,0,0,9
111656,Berry Burst,26.41,49.51,976.31,798285,26.22,47.41,975.13,1461292,0.19,2.1,1.18,-333959,0,0,0,9
115902,Berry Burst,26.37,48.52,976.3,808208,26.29,46.99,975.14,1462857,0.08,1.53,1.16,-329674,0,0,0,9
120208,Berry Burst,26.04,47.67,976.31,823317,26.04,46.46,975.14,1464426,0,1.22,1.17,-322849,0,0,0,9
124455,Berry Burst,26.18,53.47,976.37,800156,26.17,52.5,975.2,1464426,0.01,0.98,1.17,-334457,0,0,0,9
128711,Berry Burst,26.75,61.69,976.39,763040,26.51,61.66,975.15,1453513,0.24,0.02,1.24,-347674,0,0,0,9
133008,Berry Burst,26.82,66.29,976.4,741760,26.82,63.88,974.95,1445817,0,2.42,1.45,-354615,0,0,0,9
137316,Berry Burst,26.71,59.3,976.38,780042,26.78,56.59,974.96,1447350,-0.07,2.71,1.42,-667308,0,0,0,9
141562,Berry Burst,26.72,60.88,976.4,772539,26.79,58.49,975.33,1451967,-0.08,2.39,1.07,-342287,0,0,0,9
145868,Berry Burst,26.75,63.1,976.38,769491,26.78,60.85,975.25,1442762,-0.03,2.24,1.13,-339255,0,0,0,9
150115,Berry Burst,26.97,65.26,976.37,762188,26.99,64.79,975.27,1445817,-0.02,0.47,1.1,-344354,0,0,0,9
154373,Berry Burst,27.42,66.11,976.46,736956,27.15,64.04,975.26,1433672,0.26,2.07,1.19,-350950,0,0,0,9
158620,Berry Burst,27.71,67.22,976.48,729865,27.65,65.56,975.09,1420250,0.06,1.66,1.39,-347826,0,0,0,9
162926,Berry Burst,27.24,57.88,976.45,771230,27.19,56.2,975.29,1430667,0.05,1.68,1.16,-332209,0,0,0,9
167172,Berry Burst,27.02,53.18,976.34,787238,27.04,51.3,975.12,1427675,-0.02,1.88,1.22,-322606,0,0,0,9
171429,Berry Burst,26.92,51.2,976.29,801566,26.84,48.74,975.12,1439719,0.08,2.46,1.17,-321475,0,0,0,9
175675,Berry Burst,27.15,54.53,976.36,788147,27.02,49.39,975.2,1436689,0.13,5.14,1.16,-326531,0,0,0,9
179933,Berry Burst,27.12,53.52,976.37,805348,27.03,49.37,974.73,1439719,0.08,4.15,1.63,-319401,0,0,0,9
184230,Berry Burst,26.99,51.02,976.36,812054,26.92,48.17,974.95,1445817,0.07,2.85,1.41,-319065,0,0,0,9
188486,Berry Burst,27.36,60.69,976.41,766898,27.25,58.33,974.8,1445817,0.11,2.37,1.61,-678920,0,0,0,9
192732,Berry Burst,27.64,65.07,976.42,761763,27.35,59.84,975.23,1444288,0.29,5.23,1.19,-343749,0,0,0,9
196990,Berry Burst,27.13,56.14,976.34,794106,27.12,52.67,975.16,1441239,0.01,3.47,1.18,-326045,0,0,0,9
201286,Berry Burst,27.29,51.91,976.37,801095,27.18,49.18,975.21,1448886,0.1,2.73,1.17,-326130,0,0,0,9
205543,Berry Burst,27.07,48.51,976.32,816424,27.07,46.86,975.15,1444288,0,1.66,1.17,-627864,0,0,0,9
209789,Berry Burst,27.62,48.31,976.43,808208,27.36,46,975.31,1444288,0.26,2.31,1.12,-636079,0,0,0,9
214047,Berry Burst,27.56,47.76,976.39,809646,27.38,45.71,974.8,1435179,0.17,2.05,1.6,-314861,0,0,0,9
218294,Berry Burst,27.68,58.97,976.35,766467,27.6,57.34,974.99,1433672,0.07,1.64,1.37,-335920,0,0,0,9
222600,Berry Burst,27.19,65.02,976.27,776052,27.25,63.78,975.12,1439719,-0.06,1.24,1.15,-334199,0,0,0,9
226846,Berry Burst,27.48,58.94,976.31,792263,27.29,56.87,975.17,1444288,0.19,2.07,1.14,-328286,0,0,0,9
231152,Berry Burst,27.11,55.37,976.31,807730,27.08,52.65,975.18,1444288,0.03,2.72,1.14,-320478,0,0,0,9
235449,Berry Burst,26.85,50.57,976.3,829822,26.95,48.62,974.91,1462857,-0.1,1.95,1.38,-318704,0,0,0,9
239757,Berry Burst,27.58,55.9,976.39,805823,27.4,52.44,974.93,1442762,0.17,3.46,1.46,-636938,0,0,0,9
244003,Berry Burst,27.38,52.98,976.39,825307,27.28,49.73,975.16,1451967,0.1,3.26,1.23,-315410,0,0,0,9
248310,Berry Burst,27.44,56.49,976.36,810608,27.32,52.62,975.21,1455062,0.13,3.87,1.15,-324351,0,0,0,9
252556,Berry Burst,27.57,60.47,976.37,799220,27.44,56.97,975.1,1453513,0.13,3.5,1.27,-329346,0,0,0,9
256864,Berry Burst,27.53,66.54,976.31,762614,27.46,62.73,974.68,1456614,0.07,3.81,1.63,-349452,0,0,0,9
261161,Berry Burst,27.15,65.49,976.3,780488,27.29,62.03,974.88,1459729,-0.14,3.46,1.42,-342122,0,0,0,9
265417,Berry Burst,27.2,59.21,976.29,798752,27.13,56.7,975.1,1462857,0.07,2.51,1.2,-664105,0,0,0,9
269714,Berry Burst,27.3,57.39,976.3,800156,27.26,55.34,974.86,1455062,0.04,2.05,1.44,-329707,0,0,0,9
274022,Berry Burst,27.28,58.05,976.28,810608,27.28,55.22,974.83,1458170,0,2.83,1.44,-325974,0,0,0,9
278268,Berry Burst,27.14,59.24,976.28,808208,27.09,56.25,975.1,1455062,0.05,2.99,1.18,-325704,0,0,0,9
282574,Berry Burst,27.41,64.41,976.3,776052,27.32,61.41,974.68,1459729,0.09,3,1.62,-344315,0,0,0,9
286821,Berry Burst,27.28,65.89,976.29,783624,27.23,61.83,975.13,1462857,0.04,4.06,1.16,-342023,0,0,0,9
291077,Berry Burst,27.23,58.81,976.3,812537,27.15,55.17,975.09,1462857,0.08,3.64,1.21,-327490,0,0,0,9
295374,Berry Burst,27.37,56.42,976.31,810127,27.27,53.67,975.11,1458170,0.1,2.75,1.2,-326267,0,0,0,9
299682,Berry Burst,27.37,58.01,976.3,813505,27.29,54.3,974.84,1461292,0.08,3.72,1.46,-326105,0,0,0,9
303928,Berry Burst,27.78,62.79,976.37,792723,27.67,56.6,974.9,1448886,0.11,6.18,1.47,-330333,0,0,0,9
308185,Berry Burst,27.83,62.08,976.32,798285,27.77,57.74,974.76,1442762,0.07,4.35,1.56,-324375,0,0,0,9
312431,Berry Burst,28.06,65.52,976.4,777377,27.97,61.06,974.95,1439719,0.09,4.46,1.45,-333487,0,0,0,9
316739,Berry Burst,27.88,62.91,976.32,791804,27.9,58.13,974.75,1439719,-0.03,4.78,1.57,-326176,0,0,0,9
321036,Berry Burst,28.15,59.37,976.4,799220,28.01,54.07,975.28,1438202,0.14,5.3,1.12,-321601,0,0,0,9
325292,Berry Burst,27.96,55.21,976.38,820842,27.94,51.18,974.93,1445817,0.02,4.03,1.45,-624975,0,0,0,9
329539,Berry Burst,27.97,52.88,976.37,829318,27.81,48.07,974.89,1448886,0.16,4.81,1.47,-619568,0,0,0,9
333847,Berry Burst,27.92,48.75,976.35,837971,27.85,45.63,974.73,1448886,0.07,3.11,1.62,-307363,0,0,0,9
338093,Berry Burst,27.72,47.16,976.39,851028,27.67,45.2,975.28,1459729,0.05,1.96,1.11,-306248,0,0,0,9
342399,Berry Burst,28.48,50.41,976.35,812537,28.12,48.29,974.83,1439719,0.36,2.12,1.52,-315469,0,0,0,9
410691, thoroughly minted infusion,24.22,57.58,976.06,928588,24.11,57.84,974.93,1711659,0.11,-0.26,1.13,-393341,0,0,0,9
414948, thoroughly minted infusion,25.23,72.08,976.18,823317,25.07,71.91,975.03,1653613,0.17,0.17,1.15,-417738,0,0,0,8
419194, thoroughly minted infusion,25.58,71.64,976.2,839000,25.34,68.2,975.05,1640697,0.24,3.44,1.15,-403429,0,0,0,8
423452, thoroughly minted infusion,27.18,68.64,976.27,795494,25.76,62.48,975.08,1618333,1.42,6.16,1.19,-413950,0,0,0,8
427699, thoroughly minted infusion,27.56,66.81,976.32,810608,26.47,58.76,975.11,1597504,1.08,8.04,1.21,-395896,0,0,0,9
432005, thoroughly minted infusion,27.83,65.04,976.39,813021,26.94,55.65,974.75,1572663,0.89,9.39,1.64,-382342,0,0,0,9
436251, thoroughly minted infusion,27.69,59.84,976.32,825806,26.93,52.79,975.09,1574476,0.76,7.05,1.23,-376812,0,0,0,9
440559, thoroughly minted infusion,27.55,66.94,976.37,805823,27.06,58.32,974.74,1577204,0.49,8.62,1.63,-388250,0,0,0,9
444806, thoroughly minted infusion,26.74,57.61,976.26,854223,26.53,52.41,975.15,1596570,0.21,5.2,1.11,-373678,0,0,0,9
449062, thoroughly minted infusion,27.14,52.92,976.23,858520,26.57,49.3,975.11,1594705,0.58,3.63,1.11,-370401,0,0,0,9
453359, thoroughly minted infusion,27.11,49.97,976.21,872232,26.63,47.46,974.99,1595637,0.48,2.52,1.21,-363882,0,0,0,9
457667, thoroughly minted infusion,26.6,47.65,976.09,898640,26.33,46.11,974.93,1608798,0.27,1.53,1.16,-710158,0,0,0,9
461963, thoroughly minted infusion,28.65,54.86,976.23,832351,27.32,49.97,975.17,1572663,1.33,4.89,1.06,-372285,0,0,0,9
466270, thoroughly minted infusion,28.43,54.33,976.32,856366,27.67,49.67,974.73,1545952,0.77,4.66,1.59,-346842,0,0,0,9
470516, thoroughly minted infusion,27.28,49.32,976.21,890435,27.04,46.45,974.84,1580857,0.24,2.87,1.37,-347211,0,0,0,9
474772, thoroughly minted infusion,27.78,48.69,976.23,881239,27.19,46.6,974.68,1579942,0.58,2.09,1.56,-351246,0,0,0,9
479069, thoroughly minted infusion,28.34,48.33,976.22,888118,27.56,46.32,974.82,1560976,0.78,2,1.4,-338179,0,0,0,9
483377, thoroughly minted infusion,27.31,45.75,976.11,914898,27.05,44.74,974.94,1586367,0.26,1.01,1.16,-337523,0,0,0,9
487623, thoroughly minted infusion,27.97,48.73,976.18,890435,27.28,46.06,974.95,1583607,0.69,2.66,1.23,-348411,0,0,0,9
491929, thoroughly minted infusion,28.39,53.57,976.23,863953,27.6,48.49,974.68,1571758,0.79,5.08,1.55,-355792,0,0,0,9
496176, thoroughly minted infusion,28.74,61.97,976.25,825307,27.82,52.07,974.84,1560976,0.92,9.9,1.41,-369896,0,0,0,9
500435, thoroughly minted infusion,28.57,59.18,976.24,851028,27.87,49.7,974.63,1565450,0.69,9.48,1.61,-359244,0,0,0,9
504681, thoroughly minted infusion,29.48,71.07,976.44,748264,28.31,58.33,974.84,1550341,1.17,12.73,1.6,-403551,0,0,0,8
508938, thoroughly minted infusion,28.96,60.45,976.36,815936,28.25,51.33,975.19,1544204,0.71,9.12,1.17,-366492,0,0,0,9
513184, thoroughly minted infusion,28.05,52.89,976.27,841586,27.65,47.3,974.87,1567247,0.41,5.59,1.4,-365157,0,0,0,9
517442, thoroughly minted infusion,28.98,59.13,975.89,810127,27.91,49.67,974.65,1561868,1.07,9.45,1.24,-378180,0,0,0,9
521739, thoroughly minted infusion,29.87,68.52,975.99,735368,28.59,58.57,974.92,1536384,1.28,9.94,1.06,-403072,0,0,0,8
525995, thoroughly minted infusion,29.73,75.64,975.99,710864,28.64,64.64,974.92,1540718,1.1,11,1.07,-829854,0,0,0,8
530292, thoroughly minted infusion,28.4,62.34,976.32,793645,28.03,54.62,974.9,1558303,0.38,7.72,1.42,-764659,0,0,0,9
534548, thoroughly minted infusion,27.83,53.61,976.28,821830,27.58,48.56,974.91,1581772,0.25,5.05,1.37,-382585,0,0,0,9
538845, thoroughly minted infusion,28.64,66.71,976.37,747445,28,58.59,975.19,1569048,0.64,8.12,1.18,-413588,0,0,0,9
543103, thoroughly minted infusion,29.11,70.08,976,727531,28.33,60.77,974.97,1552103,0.78,9.31,1.03,-824572,0,0,0,8
547400, thoroughly minted infusion,30.18,81.65,975.98,642611,28.8,74.24,974.98,1532934,1.38,7.41,1,-890324,0,0,0,7
551656, thoroughly minted infusion,30.73,75.05,976.27,661926,29.28,63.2,974.99,1515914,1.46,11.85,1.28,-430423,0,0,0,8
555953, thoroughly minted infusion,30.42,69.82,975.95,683122,29.29,58.53,974.97,1504223,1.12,11.29,0.98,-413806,0,0,0,8
560211, thoroughly minted infusion,30.45,70.2,976.55,681078,29.29,57.47,974.94,1502568,1.15,12.74,1.61,-414075,0,0,0,8
564507, thoroughly minted infusion,29.48,65.49,976.36,715334,28.88,55.37,974.93,1520980,0.6,10.12,1.43,-405977,0,0,0,9
568764, thoroughly minted infusion,28.54,55.78,976.31,760490,28.23,49.08,974.66,1557414,0.31,6.7,1.65,-796924,0,0,0,9
573060, thoroughly minted infusion,28.67,52.45,976.02,763040,28.06,46.66,975.04,1557414,0.61,5.79,0.98,-794374,0,0,0,9
577369, thoroughly minted infusion,29.17,64.38,976.3,722909,28.41,57.21,974.79,1548582,0.76,7.17,1.51,-415792,0,0,0,9
581665, thoroughly minted infusion,29.67,74.77,976,677697,28.65,65.12,974.98,1537249,1.02,9.65,1.01,-433133,0,0,0,8
585922, thoroughly minted infusion,29.72,72.24,975.86,684492,28.93,64.68,974.67,1532074,0.79,7.55,1.19,-847582,0,0,0,8
590218, thoroughly minted infusion,28.61,66.37,976.29,722144,28.24,60.17,974.84,1560976,0.37,6.2,1.45,-838832,0,0,0,9
594525, thoroughly minted infusion,29.47,65.53,976.28,690027,28.3,58.08,974.72,1553870,1.17,7.44,1.56,-435200,0,0,0,9
598771, thoroughly minted infusion,29.55,72.81,976.15,673020,28.43,59.14,975.08,1547704,1.12,13.67,1.07,-440749,0,0,0,8
603080, thoroughly minted infusion,30.2,77.32,975.96,640200,28.99,66.32,974.75,1527788,1.21,11,1.21,-447405,0,0,0,8
607326, thoroughly minted infusion,30.53,75.09,976.1,630736,29.21,67.46,975.03,1515073,1.32,7.63,1.07,-445826,0,0,0,8
611632, thoroughly minted infusion,30.36,70.7,976.07,645649,29.06,59.15,974.86,1514233,1.3,11.55,1.21,-438035,0,0,0,8
615879, thoroughly minted infusion,30.22,57.31,976.45,671035,29.12,50.45,974.98,1507545,1.1,6.86,1.46,-421788,0,0,0,9
620137, thoroughly minted infusion,30.66,72.3,975.97,629573,29.29,60.52,974.71,1506713,1.37,11.78,1.25,-442337,0,0,0,8
624384, thoroughly minted infusion,31.46,76.92,976.08,597085,29.88,63.53,975.03,1458170,1.58,13.39,1.05,-434630,0,0,0,7
628640, thoroughly minted infusion,31.29,71.41,976.05,619855,29.97,59.9,974.84,1455062,1.32,11.5,1.22,-421549,0,0,0,8
632936, thoroughly minted infusion,30.06,57.96,976.01,669062,29.42,51.03,975.01,1472322,0.64,6.92,1,-405391,0,0,0,9
637243, thoroughly minted infusion,29.78,55.96,976.01,678370,28.97,49.39,974.83,1515073,0.81,6.58,1.18,-421932,0,0,0,9
641489, thoroughly minted infusion,29.73,52.41,976.1,692126,28.94,47.1,975.17,1519288,0.79,5.3,0.93,-417077,0,0,0,9
645797, thoroughly minted infusion,29.59,49.31,976.05,704991,28.82,45.25,974.78,1529500,0.77,4.06,1.27,-415496,0,0,0,9
650044, thoroughly minted infusion,29.05,48.73,976.52,727531,28.43,44.82,974.97,1540718,0.62,3.91,1.55,-409818,0,0,0,9
654351, thoroughly minted infusion,28.4,49.76,976.34,739350,28.14,46.09,974.77,1560084,0.26,3.67,1.57,-413487,0,0,0,9
658597, thoroughly minted infusion,28.1,50.44,975.88,766467,27.76,46.6,975.11,1582689,0.35,3.84,0.77,-411293,0,0,0,9
662905, thoroughly minted infusion,29.56,60.53,976.48,676354,28.56,56.85,974.7,1546828,1,3.68,1.78,-438525,0,0,0,9
667202, thoroughly minted infusion,28.71,71.32,976.39,673684,28.34,69.17,975.11,1561868,0.38,2.15,1.27,-447701,0,0,0,8
671458, thoroughly minted infusion,28.12,59.77,976.21,722909,27.85,56.76,974.86,1576294,0.27,3,1.36,-853385,0,0,0,9
675705, thoroughly minted infusion,28.41,53.1,975.77,732213,27.78,50.07,975.01,1575385,0.63,3.02,0.76,-843172,0,0,0,9
679963, thoroughly minted infusion,28.03,49.1,976.22,745812,27.71,46.77,974.61,1584526,0.32,2.33,1.61,-422600,0,0,0,9
684210, thoroughly minted infusion,28.36,65.59,976.37,700650,27.84,59.98,975.22,1587289,0.52,5.61,1.14,-446878,0,0,0,9
688466, thoroughly minted infusion,28.59,67.43,976.39,703538,27.82,56.77,974.75,1584526,0.77,10.66,1.64,-443968,0,0,0,9
692762, thoroughly minted infusion,29.17,75.41,976.52,656200,28.12,62.56,975.05,1574476,1.05,12.85,1.46,-462882,0,0,0,8
697069, thoroughly minted infusion,28.92,77.31,976.08,651192,28.22,66.12,974.88,1567247,0.7,11.18,1.2,-916055,0,0,0,8
701315, thoroughly minted infusion,28.69,70.59,976.41,675685,27.95,58.66,975.09,1576294,0.75,11.93,1.32,-454138,0,0,0,8
705624, thoroughly minted infusion,28.81,70.1,976.37,672357,27.89,54.61,974.68,1579942,0.93,15.49,1.69,-457599,0,0,0,8
709870, thoroughly minted infusion,28.96,72.36,976.41,670376,28.06,54.01,974.94,1575385,0.9,18.35,1.47,-456274,0,0,0,8
714176, thoroughly minted infusion,29.04,72.18,976.04,671696,28.17,57.35,974.8,1574476,0.87,14.84,1.24,-455177,0,0,0,8
756999, pure camomile,24.53,69.7,976.3,821830,24.58,65.47,975.1,1786696,-0.05,4.24,1.2,-485843,0,0,0,8
761257, pure camomile,25.09,66.51,976.33,836430,24.82,61.46,975.11,1782032,0.26,5.05,1.22,-476112,0,0,0,9
765553, pure camomile,26.01,76.02,976.37,729865,25.31,71.34,975.18,1756809,0.7,4.68,1.19,-517232,0,0,0,8
769860, pure camomile,25.79,76.37,976.36,740955,25.2,67.45,975.11,1765898,0.59,8.92,1.24,-516329,0,0,0,8
774106, pure camomile,25.9,74.02,976.36,745812,25.1,60.78,975.11,1765898,0.8,13.24,1.25,-513900,0,0,0,8
778413, pure camomile,25.53,74.23,976.33,767760,25.15,63.5,975.11,1765898,0.38,10.73,1.22,-502876,0,0,0,8
782659, pure camomile,25.06,66.05,976.34,806299,24.78,57.82,975.09,1778550,0.28,8.23,1.25,-489738,0,0,0,9
786967, pure camomile,24.55,60.33,976.31,837457,24.52,53.8,975.1,1790210,0.03,6.53,1.2,-479827,0,0,0,9
791214, pure camomile,24.33,56.17,976.24,860143,24.23,51.25,975.06,1805598,0.1,4.92,1.18,-475943,0,0,0,9
795520, pure camomile,23.92,53.66,976.17,886388,24,49.94,975,1823686,-0.08,3.71,1.17,-471956,0,0,0,9
799817, pure camomile,23.77,52.48,976.1,901012,23.8,49.42,974.94,1837183,-0.02,3.06,1.16,-471053,0,0,0,9
804075, pure camomile,23.65,51.74,976.16,915512,23.73,49.16,975,1844630,-0.07,2.58,1.16,-467456,0,0,0,9
808372, pure camomile,24.85,58.07,976.25,836943,24.06,53.14,975.07,1826126,0.79,4.93,1.18,-497675,0,0,0,9
812628, pure camomile,25.99,75.59,976.45,741760,24.9,65.69,975.13,1796097,1.09,9.9,1.32,-530918,0,0,0,8
816925, pure camomile,26.12,79.95,976.47,720619,25.2,68.41,975.26,1792560,0.92,11.54,1.21,-539989,0,0,0,8
821183, pure camomile,25.84,76.69,976.37,746628,25.27,63.27,975.1,1790210,0.57,13.42,1.28,-525809,0,0,0,8
825430, pure camomile,25.38,66.17,976.22,799688,25.01,55.55,975.01,1793738,0.37,10.63,1.21,-500848,0,0,0,9
829686, pure camomile,25.26,60.03,976.26,818872,24.84,51.64,975.01,1815200,0.42,8.39,1.25,-501777,0,0,0,9
833982, pure camomile,25.71,64.7,976.25,795494,25,52.54,975.01,1807989,0.71,12.15,1.24,-509905,0,0,0,9
838239, pure camomile,26.05,73.82,976.28,760914,25.26,59.23,975.03,1787866,0.79,14.58,1.24,-1026952,0,0,0,8
842486, pure camomile,25.83,69.77,976.33,792263,25.22,56.65,975.08,1791384,0.61,13.12,1.25,-503361,0,0,0,8
846744, pure camomile,26.11,68.45,976.37,786331,25.42,54.99,975.15,1779709,0.69,13.47,1.22,-500407,0,0,0,8
851041, pure camomile,26.51,78.5,976.45,716836,25.71,68.37,975.23,1779709,0.8,10.13,1.21,-535642,0,0,0,8
855297, pure camomile,25.94,72.63,976.42,770359,25.49,62.16,975.17,1784361,0.45,10.47,1.25,-1014002,0,0,0,8
859594, pure camomile,25.74,64.25,976.35,793645,25.39,56.44,975.09,1784361,0.35,7.81,1.26,-499300,0,0,0,9
863852, pure camomile,25.7,64.83,976.34,806776,25.37,55.99,975.09,1793738,0.33,8.84,1.25,-497321,0,0,0,9
868149, pure camomile,25.65,67.46,976.4,799220,25.32,59.13,975.16,1802024,0.33,8.33,1.24,-505147,0,0,0,9
